#AP, x coordinate (-1 = unknown), y coordinate (-1 = unknown), z coordinate (floor, 99 = unknown)
ResBldg93AP1,819140.0745,440030.0142,3
ResBldg93AP2,819140.1862,440029.8476,1
ResBldg94AP10,821144.851,439634.2598,3
ResBldg94AP11,821144.8951,439634.6302,1
ResBldg94AP12,821146.1789,439630.8962,4
ResBldg94AP1,821193.0592,439660.58,1
ResBldg94AP2,821192.9922,439660.4376,3
ResBldg94AP3,821144.9222,439634.2263,2
ResBldg94AP4,821150.8283,439602.195,2
ResBldg94AP5,821169.8883,439553.8856,0
ResBldg94AP6,821155.8316,439594.3626,3
ResBldg94AP7,821153.6285,439602.7887,1
ResBldg94AP8,821191.8743,439660.0947,2
ResBldg94AP9,821192.3608,439656.606,4
ResBldg96AP1,821743.1248,439585.9681,0
ResBldg97AP1,819254.6922,439948.4826,4
ResBldg97AP2,819254.6681,439948.2903,2
ResBldg97AP3,819210.524,439953.8145,4
ResBldg97AP4,819250.5689,440005.8656,2
ResBldg97AP5,819212.5624,439953.8952,1
ResBldg97AP6,819250.5396,440005.8006,4
ResBldg98AP1,821583.3998,439365.9565,99
ResBldg99AP1,-1,-1,99
ResBldg9AP1,-1,-1,99
ResBldg9AP2,-1,-1,99
SocBldg10AP1,-1,-1,99
SocBldg10AP2,818344.224,440785.3624,0
SocBldg11AP1,819171.5848,439057.4739,1
SocBldg11AP2,819247.8103,439098.1315,0
SocBldg11AP3,819070.5746,439116.8326,1
SocBldg11AP4,819137.9312,439108.6299,2
SocBldg11AP5,819061.8149,439083.2945,3
SocBldg11AP6,819242.417,439112.2367,2
SocBldg1AP1,819454.2278,438998.0654,1
SocBldg1AP2,819366.6965,439042.9735,1
SocBldg1AP3,819442.5199,438956.9685,0
SocBldg1AP4,819406.5895,438954.3371,3
SocBldg1AP5,819453.7516,438964.5152,2
SocBldg2AP1,819382.1929,439119.8464,0
SocBldg2AP2,819437.7838,439117.2868,3
